Training Example ID,Real/Sim Data,SceneID,Object Config,Locative Preposition,Response Score
44652,sim,42,back,over,1
44653,real,42,front,over,5
44654,sim,42,back,over,5
44655,real,42,front,over,1
44656,sim,42,back,over,1
44657,real,42,front,over,1
44658,sim,42,back,over,1
44659,real,42,front,over,1
44660,sim,42,back,over,1
44661,real,42,front,over,1
44662,sim,42,back,over,1
44663,real,42,front,over,1
44664,sim,42,back,over,1
44665,real,42,front,over,1
44666,sim,42,back,over,1
44667,real,42,front,over,1
44668,sim,42,back,over,1
44669,real,42,front,over,1
44670,sim,42,back,over,1
44671,real,42,front,over,1
44672,sim,42,back,over,1
44673,real,42,front,over,1
44674,sim,42,back,over,1
44675,real,42,front,over,1
44676,sim,42,back,over,1
44677,real,42,front,over,1
44678,sim,42,back,over,1
44679,real,42,front,over,1
44680,sim,42,back,over,1
44681,real,42,front,over,1
44682,sim,42,back,over,1
44683,real,42,front,over,1
44684,sim,42,back,over,1
44685,real,42,front,over,1
44686,sim,42,back,over,1
44687,real,42,front,over,1
44688,sim,42,back,over,1
44689,real,42,front,over,1
44690,sim,42,back,over,1
44691,real,42,front,over,1
44692,sim,42,back,over,1
44693,real,42,front,over,1
44694,sim,42,back,over,1
44695,real,42,front,over,1
44696,sim,42,back,over,1
44697,real,42,front,over,1
44698,sim,42,back,over,1
44699,real,42,front,over,1
44700,sim,42,back,over,1
44701,real,42,front,near,2
44702,sim,42,back,near,2
44703,real,42,front,near,4
44704,sim,42,back,near,4
44705,real,42,front,near,2
44706,sim,42,back,near,2
44707,real,42,front,near,7
44708,sim,42,back,near,7
44709,real,42,front,near,1
44710,sim,42,back,near,1
44711,real,42,front,near,3
44712,sim,42,back,near,3
44713,real,42,front,near,2
44714,sim,42,back,near,2
44715,real,42,front,near,1
44716,sim,42,back,near,1
44717,real,42,front,near,5
44718,sim,42,back,near,5
44719,real,42,front,near,4
44720,sim,42,back,near,4
44721,real,42,front,near,1
44722,sim,42,back,near,1
44723,real,42,front,near,2
44724,sim,42,back,near,2
44725,real,42,front,near,3
44726,sim,42,back,near,3
44727,real,42,front,near,1
44728,sim,42,back,near,1
44729,real,42,front,near,1
44730,sim,42,back,near,1
44731,real,42,front,near,1
44732,sim,42,back,near,1
44733,real,42,front,near,1
44734,sim,42,back,near,1
44735,real,42,front,near,1
44736,sim,42,back,near,1
44737,real,42,front,near,1
44738,sim,42,back,near,1
44739,real,42,front,near,1
44740,sim,42,back,near,1
44741,real,42,front,near,1
44742,sim,42,back,near,1
44743,real,42,front,near,2
44744,sim,42,back,near,2
44745,real,42,front,near,3
44746,sim,42,back,near,3
44747,real,42,front,near,2
44748,sim,42,back,near,2
44749,real,42,front,near,1
44750,sim,42,back,near,1
44751,real,42,front,next,1
44752,sim,42,back,next,1
44753,real,42,front,next,5
44754,sim,42,back,next,5
44755,real,42,front,next,1
44756,sim,42,back,next,1
44757,real,42,front,next,7
44758,sim,42,back,next,7
44759,real,42,front,next,1
44760,sim,42,back,next,1
44761,real,42,front,next,1
44762,sim,42,back,next,1
44763,real,42,front,next,1
44764,sim,42,back,next,1
44765,real,42,front,next,1
44766,sim,42,back,next,1
44767,real,42,front,next,1
44768,sim,42,back,next,1
44769,real,42,front,next,1
44770,sim,42,back,next,1
44771,real,42,front,next,1
44772,sim,42,back,next,1
44773,real,42,front,next,2
44774,sim,42,back,next,2
44775,real,42,front,next,3
44776,sim,42,back,next,3
44777,real,42,front,next,1
44778,sim,42,back,next,1
44779,real,42,front,next,1
44780,sim,42,back,next,1
44781,real,42,front,next,1
44782,sim,42,back,next,1
44783,real,42,front,next,1
44784,sim,42,back,next,1
44785,real,42,front,next,1
44786,sim,42,back,next,1
44787,real,42,front,next,1
44788,sim,42,back,next,1
44789,real,42,front,next,1
44790,sim,42,back,next,1
44791,real,42,front,next,1
44792,sim,42,back,next,1
44793,real,42,front,next,1
44794,sim,42,back,next,1
44795,real,42,front,next,1
44796,sim,42,back,next,1
44797,real,42,front,next,1
44798,sim,42,back,next,1
44799,real,42,front,next,1
44800,sim,42,back,next,1
44801,real,43,left-up,above,3
44802,sim,43,left-up,below,1
44803,sim,43,right-down,above,1
44804,sim,43,right-down,below,3
44805,sim,43,left-down,above,1
44806,sim,43,left-down,below,3
44807,sim,43,right-up,above,3
44808,sim,43,right-up,below,1
44809,real,43,left-up,above,6
44810,sim,43,left-up,below,1
44811,sim,43,right-down,above,1
44812,sim,43,right-down,below,6
44813,sim,43,left-down,above,1
44814,sim,43,left-down,below,6
44815,sim,43,right-up,above,6
44816,sim,43,right-up,below,1
44817,real,43,left-up,above,5
44818,sim,43,left-up,below,1
44819,sim,43,right-down,above,1
44820,sim,43,right-down,below,5
44821,sim,43,left-down,above,1
44822,sim,43,left-down,below,5
44823,sim,43,right-up,above,5
44824,sim,43,right-up,below,1
44825,real,43,left-up,above,7
44826,sim,43,left-up,below,1
44827,sim,43,right-down,above,1
44828,sim,43,right-down,below,7
44829,sim,43,left-down,above,1
44830,sim,43,left-down,below,7
44831,sim,43,right-up,above,7
44832,sim,43,right-up,below,1
44833,real,43,left-up,above,6
44834,sim,43,left-up,below,1
44835,sim,43,right-down,above,1
44836,sim,43,right-down,below,6
44837,sim,43,left-down,above,1
44838,sim,43,left-down,below,6
44839,sim,43,right-up,above,6
44840,sim,43,right-up,below,1
44841,real,43,left-up,above,6
44842,sim,43,left-up,below,1
44843,sim,43,right-down,above,1
44844,sim,43,right-down,below,6
44845,sim,43,left-down,above,1
44846,sim,43,left-down,below,6
44847,sim,43,right-up,above,6
44848,sim,43,right-up,below,1
44849,real,43,left-up,above,6
44850,sim,43,left-up,below,1
44851,sim,43,right-down,above,1
44852,sim,43,right-down,below,6
44853,sim,43,left-down,above,1
44854,sim,43,left-down,below,6
44855,sim,43,right-up,above,6
44856,sim,43,right-up,below,1
44857,real,43,left-up,above,6
44858,sim,43,left-up,below,1
44859,sim,43,right-down,above,1
44860,sim,43,right-down,below,6
44861,sim,43,left-down,above,1
44862,sim,43,left-down,below,6
44863,sim,43,right-up,above,6
44864,sim,43,right-up,below,1
44865,real,43,left-up,above,5
44866,sim,43,left-up,below,1
44867,sim,43,right-down,above,1
44868,sim,43,right-down,below,5
44869,sim,43,left-down,above,1
44870,sim,43,left-down,below,5
44871,sim,43,right-up,above,5
44872,sim,43,right-up,below,1
44873,real,43,left-up,above,5
44874,sim,43,left-up,below,1
44875,sim,43,right-down,above,1
44876,sim,43,right-down,below,5
44877,sim,43,left-down,above,1
44878,sim,43,left-down,below,5
44879,sim,43,right-up,above,5
44880,sim,43,right-up,below,1
44881,real,43,left-up,above,2
44882,sim,43,left-up,below,1
44883,sim,43,right-down,above,1
44884,sim,43,right-down,below,2
44885,sim,43,left-down,above,1
44886,sim,43,left-down,below,2
44887,sim,43,right-up,above,2
44888,sim,43,right-up,below,1
44889,real,43,left-up,above,4
44890,sim,43,left-up,below,1
44891,sim,43,right-down,above,1
44892,sim,43,right-down,below,4
44893,sim,43,left-down,above,1
44894,sim,43,left-down,below,4
44895,sim,43,right-up,above,4
44896,sim,43,right-up,below,1
44897,real,43,left-up,above,4
44898,sim,43,left-up,below,1
44899,sim,43,right-down,above,1
44900,sim,43,right-down,below,4
44901,sim,43,left-down,above,1
44902,sim,43,left-down,below,4
44903,sim,43,right-up,above,4
44904,sim,43,right-up,below,1
44905,real,43,left-up,above,2
44906,sim,43,left-up,below,1
44907,sim,43,right-down,above,1
44908,sim,43,right-down,below,2
44909,sim,43,left-down,above,1
44910,sim,43,left-down,below,2
44911,sim,43,right-up,above,2
44912,sim,43,right-up,below,1
44913,real,43,left-up,above,7
44914,sim,43,left-up,below,1
44915,sim,43,right-down,above,1
44916,sim,43,right-down,below,7
44917,sim,43,left-down,above,1
44918,sim,43,left-down,below,7
44919,sim,43,right-up,above,7
44920,sim,43,right-up,below,1
44921,real,43,left-up,above,5
44922,sim,43,left-up,below,1
44923,sim,43,right-down,above,1
44924,sim,43,right-down,below,5
44925,sim,43,left-down,above,1
44926,sim,43,left-down,below,5
44927,sim,43,right-up,above,5
44928,sim,43,right-up,below,1
44929,real,43,left-up,above,6
44930,sim,43,left-up,below,1
44931,sim,43,right-down,above,1
44932,sim,43,right-down,below,6
44933,sim,43,left-down,above,1
44934,sim,43,left-down,below,6
44935,sim,43,right-up,above,6
44936,sim,43,right-up,below,1
44937,real,43,left-up,above,7
44938,sim,43,left-up,below,1
44939,sim,43,right-down,above,1
44940,sim,43,right-down,below,7
44941,sim,43,left-down,above,1
44942,sim,43,left-down,below,7
44943,sim,43,right-up,above,7
44944,sim,43,right-up,below,1
44945,real,43,left-up,above,6
44946,sim,43,left-up,below,1
44947,sim,43,right-down,above,1
44948,sim,43,right-down,below,6
44949,sim,43,left-down,above,1
44950,sim,43,left-down,below,6
44951,sim,43,right-up,above,6
44952,sim,43,right-up,below,1
44953,real,43,left-up,above,7
44954,sim,43,left-up,below,1
44955,sim,43,right-down,above,1
44956,sim,43,right-down,below,7
44957,sim,43,left-down,above,1
44958,sim,43,left-down,below,7
44959,sim,43,right-up,above,7
44960,sim,43,right-up,below,1
44961,real,43,left-up,above,6
44962,sim,43,left-up,below,1
44963,sim,43,right-down,above,1
44964,sim,43,right-down,below,6
44965,sim,43,left-down,above,1
44966,sim,43,left-down,below,6
44967,sim,43,right-up,above,6
44968,sim,43,right-up,below,1
44969,real,43,left-up,above,4
44970,sim,43,left-up,below,1
44971,sim,43,right-down,above,1
44972,sim,43,right-down,below,4
44973,sim,43,left-down,above,1
44974,sim,43,left-down,below,4
44975,sim,43,right-up,above,4
44976,sim,43,right-up,below,1
44977,real,43,left-up,above,6
44978,sim,43,left-up,below,1
44979,sim,43,right-down,above,1
44980,sim,43,right-down,below,6
44981,sim,43,left-down,above,1
44982,sim,43,left-down,below,6
44983,sim,43,right-up,above,6
44984,sim,43,right-up,below,1
44985,real,43,left-up,above,5
44986,sim,43,left-up,below,1
44987,sim,43,right-down,above,1
44988,sim,43,right-down,below,5
44989,sim,43,left-down,above,1
44990,sim,43,left-down,below,5
44991,sim,43,right-up,above,5
44992,sim,43,right-up,below,1
44993,real,43,left-up,above,4
44994,sim,43,left-up,below,1
44995,sim,43,right-down,above,1
44996,sim,43,right-down,below,4
44997,sim,43,left-down,above,1
44998,sim,43,left-down,below,4
44999,sim,43,right-up,above,4
45000,sim,43,right-up,below,1
45001,real,43,left-up,against,6
45002,sim,43,right-down,against,6
45003,sim,43,left-down,against,6
45004,sim,43,right-up,against,6
45005,real,43,left-up,against,3
45006,sim,43,right-down,against,3
45007,sim,43,left-down,against,3
45008,sim,43,right-up,against,3
45009,real,43,left-up,against,7
45010,sim,43,right-down,against,7
45011,sim,43,left-down,against,7
45012,sim,43,right-up,against,7
45013,real,43,left-up,against,7
45014,sim,43,right-down,against,7
45015,sim,43,left-down,against,7
45016,sim,43,right-up,against,7
45017,real,43,left-up,against,4
45018,sim,43,right-down,against,4
45019,sim,43,left-down,against,4
45020,sim,43,right-up,against,4
45021,real,43,left-up,against,7
45022,sim,43,right-down,against,7
45023,sim,43,left-down,against,7
45024,sim,43,right-up,against,7
45025,real,43,left-up,against,7
45026,sim,43,right-down,against,7
45027,sim,43,left-down,against,7
45028,sim,43,right-up,against,7
45029,real,43,left-up,against,6
45030,sim,43,right-down,against,6
45031,sim,43,left-down,against,6
45032,sim,43,right-up,against,6
45033,real,43,left-up,against,1
45034,sim,43,right-down,against,1
45035,sim,43,left-down,against,1
45036,sim,43,right-up,against,1
45037,real,43,left-up,against,5
45038,sim,43,right-down,against,5
45039,sim,43,left-down,against,5
45040,sim,43,right-up,against,5
45041,real,43,left-up,against,2
45042,sim,43,right-down,against,2
45043,sim,43,left-down,against,2
45044,sim,43,right-up,against,2
45045,real,43,left-up,against,6
45046,sim,43,right-down,against,6
45047,sim,43,left-down,against,6
45048,sim,43,right-up,against,6
45049,real,43,left-up,against,2
45050,sim,43,right-down,against,2
45051,sim,43,left-down,against,2
45052,sim,43,right-up,against,2
45053,real,43,left-up,against,6
45054,sim,43,right-down,against,6
45055,sim,43,left-down,against,6
45056,sim,43,right-up,against,6
45057,real,43,left-up,against,7
45058,sim,43,right-down,against,7
45059,sim,43,left-down,against,7
45060,sim,43,right-up,against,7
45061,real,43,left-up,against,4
45062,sim,43,right-down,against,4
45063,sim,43,left-down,against,4
45064,sim,43,right-up,against,4
45065,real,43,left-up,against,1
45066,sim,43,right-down,against,1
45067,sim,43,left-down,against,1
45068,sim,43,right-up,against,1
45069,real,43,left-up,against,1
45070,sim,43,right-down,against,1
45071,sim,43,left-down,against,1
45072,sim,43,right-up,against,1
45073,real,43,left-up,against,7
45074,sim,43,right-down,against,7
45075,sim,43,left-down,against,7
45076,sim,43,right-up,against,7
45077,real,43,left-up,against,6
45078,sim,43,right-down,against,6
45079,sim,43,left-down,against,6
45080,sim,43,right-up,against,6
45081,real,43,left-up,against,3
45082,sim,43,right-down,against,3
45083,sim,43,left-down,against,3
45084,sim,43,right-up,against,3
45085,real,43,left-up,against,2
45086,sim,43,right-down,against,2
45087,sim,43,left-down,against,2
45088,sim,43,right-up,against,2
45089,real,43,left-up,against,4
45090,sim,43,right-down,against,4
45091,sim,43,left-down,against,4
45092,sim,43,right-up,against,4
45093,real,43,left-up,against,5
45094,sim,43,right-down,against,5
45095,sim,43,left-down,against,5
45096,sim,43,right-up,against,5
45097,real,43,left-up,against,5
45098,sim,43,right-down,against,5
45099,sim,43,left-down,against,5
45100,sim,43,right-up,against,5
45201,real,43,left-up,beside,3
45202,sim,43,right-down,beside,3
45203,sim,43,left-down,beside,3
45204,sim,43,right-up,beside,3
45205,real,43,left-up,beside,4
45206,sim,43,right-down,beside,4
45207,sim,43,left-down,beside,4
45208,sim,43,right-up,beside,4
45209,real,43,left-up,beside,5
45210,sim,43,right-down,beside,5
45211,sim,43,left-down,beside,5
45212,sim,43,right-up,beside,5
45213,real,43,left-up,beside,6
45214,sim,43,right-down,beside,6
45215,sim,43,left-down,beside,6
45216,sim,43,right-up,beside,6
45217,real,43,left-up,beside,3
45218,sim,43,right-down,beside,3
45219,sim,43,left-down,beside,3
45220,sim,43,right-up,beside,3
45221,real,43,left-up,beside,6
45222,sim,43,right-down,beside,6
45223,sim,43,left-down,beside,6
45224,sim,43,right-up,beside,6
45225,real,43,left-up,beside,6
45226,sim,43,right-down,beside,6
45227,sim,43,left-down,beside,6
45228,sim,43,right-up,beside,6
45229,real,43,left-up,beside,1
45230,sim,43,right-down,beside,1
45231,sim,43,left-down,beside,1
45232,sim,43,right-up,beside,1
45233,real,43,left-up,beside,3
45234,sim,43,right-down,beside,3
45235,sim,43,left-down,beside,3
45236,sim,43,right-up,beside,3
45237,real,43,left-up,beside,4
45238,sim,43,right-down,beside,4
45239,sim,43,left-down,beside,4
45240,sim,43,right-up,beside,4
45241,real,43,left-up,beside,6
45242,sim,43,right-down,beside,6
45243,sim,43,left-down,beside,6
45244,sim,43,right-up,beside,6
45245,real,43,left-up,beside,4
45246,sim,43,right-down,beside,4
45247,sim,43,left-down,beside,4
45248,sim,43,right-up,beside,4
45249,real,43,left-up,beside,3
45250,sim,43,right-down,beside,3
45251,sim,43,left-down,beside,3
45252,sim,43,right-up,beside,3
45253,real,43,left-up,beside,5
45254,sim,43,right-down,beside,5
45255,sim,43,left-down,beside,5
45256,sim,43,right-up,beside,5
45257,real,43,left-up,beside,7
45258,sim,43,right-down,beside,7
45259,sim,43,left-down,beside,7
45260,sim,43,right-up,beside,7
45261,real,43,left-up,beside,2
45262,sim,43,right-down,beside,2
45263,sim,43,left-down,beside,2
45264,sim,43,right-up,beside,2
45265,real,43,left-up,beside,5
45266,sim,43,right-down,beside,5
45267,sim,43,left-down,beside,5
45268,sim,43,right-up,beside,5
45269,real,43,left-up,beside,1
45270,sim,43,right-down,beside,1
45271,sim,43,left-down,beside,1
45272,sim,43,right-up,beside,1
45273,real,43,left-up,beside,6
45274,sim,43,right-down,beside,6
45275,sim,43,left-down,beside,6
45276,sim,43,right-up,beside,6
45277,real,43,left-up,beside,1
45278,sim,43,right-down,beside,1
45279,sim,43,left-down,beside,1
45280,sim,43,right-up,beside,1
45281,real,43,left-up,beside,1
45282,sim,43,right-down,beside,1
45283,sim,43,left-down,beside,1
45284,sim,43,right-up,beside,1
45285,real,43,left-up,beside,2
45286,sim,43,right-down,beside,2
45287,sim,43,left-down,beside,2
45288,sim,43,right-up,beside,2
45289,real,43,left-up,beside,2
45290,sim,43,right-down,beside,2
45291,sim,43,left-down,beside,2
45292,sim,43,right-up,beside,2
45293,real,43,left-up,beside,5
45294,sim,43,right-down,beside,5
45295,sim,43,left-down,beside,5
45296,sim,43,right-up,beside,5
45297,real,43,left-up,beside,3
45298,sim,43,right-down,beside,3
45299,sim,43,left-down,beside,3
45300,sim,43,right-up,beside,3
45301,real,43,left-up,close,4
45302,sim,43,right-down,close,4
45303,sim,43,left-down,close,4
45304,sim,43,right-up,close,4
45305,real,43,left-up,close,6
45306,sim,43,right-down,close,6
45307,sim,43,left-down,close,6
45308,sim,43,right-up,close,6
45309,real,43,left-up,close,6
45310,sim,43,right-down,close,6
45311,sim,43,left-down,close,6
45312,sim,43,right-up,close,6
45313,real,43,left-up,close,7
45314,sim,43,right-down,close,7
45315,sim,43,left-down,close,7
45316,sim,43,right-up,close,7
45317,real,43,left-up,close,4
45318,sim,43,right-down,close,4
45319,sim,43,left-down,close,4
45320,sim,43,right-up,close,4
45321,real,43,left-up,close,6
45322,sim,43,right-down,close,6
45323,sim,43,left-down,close,6
45324,sim,43,right-up,close,6
45325,real,43,left-up,close,5
45326,sim,43,right-down,close,5
45327,sim,43,left-down,close,5
45328,sim,43,right-up,close,5
45329,real,43,left-up,close,5
45330,sim,43,right-down,close,5
45331,sim,43,left-down,close,5
45332,sim,43,right-up,close,5
45333,real,43,left-up,close,3
45334,sim,43,right-down,close,3
45335,sim,43,left-down,close,3
45336,sim,43,right-up,close,3
45337,real,43,left-up,close,4
45338,sim,43,right-down,close,4
45339,sim,43,left-down,close,4
45340,sim,43,right-up,close,4
45341,real,43,left-up,close,5
45342,sim,43,right-down,close,5
45343,sim,43,left-down,close,5
45344,sim,43,right-up,close,5
45345,real,43,left-up,close,7
45346,sim,43,right-down,close,7
45347,sim,43,left-down,close,7
45348,sim,43,right-up,close,7
45349,real,43,left-up,close,5
45350,sim,43,right-down,close,5
45351,sim,43,left-down,close,5
45352,sim,43,right-up,close,5
45353,real,43,left-up,close,7
45354,sim,43,right-down,close,7
45355,sim,43,left-down,close,7
45356,sim,43,right-up,close,7
45357,real,43,left-up,close,3
45358,sim,43,right-down,close,3
45359,sim,43,left-down,close,3
45360,sim,43,right-up,close,3
45361,real,43,left-up,close,2
45362,sim,43,right-down,close,2
45363,sim,43,left-down,close,2
45364,sim,43,right-up,close,2
45365,real,43,left-up,close,7
45366,sim,43,right-down,close,7
45367,sim,43,left-down,close,7
45368,sim,43,right-up,close,7
45369,real,43,left-up,close,7
45370,sim,43,right-down,close,7
45371,sim,43,left-down,close,7
45372,sim,43,right-up,close,7
45373,real,43,left-up,close,7
45374,sim,43,right-down,close,7
45375,sim,43,left-down,close,7
45376,sim,43,right-up,close,7
45377,real,43,left-up,close,6
45378,sim,43,right-down,close,6
45379,sim,43,left-down,close,6
45380,sim,43,right-up,close,6
45381,real,43,left-up,close,1
45382,sim,43,right-down,close,1
45383,sim,43,left-down,close,1
45384,sim,43,right-up,close,1
45385,real,43,left-up,close,6
45386,sim,43,right-down,close,6
45387,sim,43,left-down,close,6
45388,sim,43,right-up,close,6
45389,real,43,left-up,close,5
45390,sim,43,right-down,close,5
45391,sim,43,left-down,close,5
45392,sim,43,right-up,close,5
45393,real,43,left-up,close,4
45394,sim,43,right-down,close,4
45395,sim,43,left-down,close,4
45396,sim,43,right-up,close,4
45397,real,43,left-up,close,4
45398,sim,43,right-down,close,4
45399,sim,43,left-down,close,4
45400,sim,43,right-up,close,4
45401,real,43,left-up,front,1
45402,sim,43,left-up,behind,1
45403,sim,43,right-down,front,1
45404,sim,43,right-down,behind,1
45405,sim,43,left-down,front,1
45406,sim,43,left-down,behind,1
45407,sim,43,right-up,front,1
45408,sim,43,right-up,behind,1
45409,real,43,left-up,front,5
45410,sim,43,left-up,behind,5
45411,sim,43,right-down,front,5
45412,sim,43,right-down,behind,5
45413,sim,43,left-down,front,5
45414,sim,43,left-down,behind,5
45415,sim,43,right-up,front,5
45416,sim,43,right-up,behind,5
45417,real,43,left-up,front,1
45418,sim,43,left-up,behind,1
45419,sim,43,right-down,front,1
45420,sim,43,right-down,behind,1
45421,sim,43,left-down,front,1
45422,sim,43,left-down,behind,1
45423,sim,43,right-up,front,1
45424,sim,43,right-up,behind,1
45425,real,43,left-up,front,1
45426,sim,43,left-up,behind,1
45427,sim,43,right-down,front,1
45428,sim,43,right-down,behind,1
45429,sim,43,left-down,front,1
45430,sim,43,left-down,behind,1
45431,sim,43,right-up,front,1
45432,sim,43,right-up,behind,1
45433,real,43,left-up,front,4
45434,sim,43,left-up,behind,4
45435,sim,43,right-down,front,4
45436,sim,43,right-down,behind,4
45437,sim,43,left-down,front,4
45438,sim,43,left-down,behind,4
45439,sim,43,right-up,front,4
45440,sim,43,right-up,behind,4
45441,real,43,left-up,front,1
45442,sim,43,left-up,behind,1
45443,sim,43,right-down,front,1
45444,sim,43,right-down,behind,1
45445,sim,43,left-down,front,1
45446,sim,43,left-down,behind,1
45447,sim,43,right-up,front,1
45448,sim,43,right-up,behind,1
45449,real,43,left-up,front,1
45450,sim,43,left-up,behind,1
45451,sim,43,right-down,front,1
45452,sim,43,right-down,behind,1
45453,sim,43,left-down,front,1
45454,sim,43,left-down,behind,1
45455,sim,43,right-up,front,1
45456,sim,43,right-up,behind,1
45457,real,43,left-up,front,1
45458,sim,43,left-up,behind,1
45459,sim,43,right-down,front,1
45460,sim,43,right-down,behind,1
45461,sim,43,left-down,front,1
45462,sim,43,left-down,behind,1
45463,sim,43,right-up,front,1
45464,sim,43,right-up,behind,1
45465,real,43,left-up,front,1
45466,sim,43,left-up,behind,1
45467,sim,43,right-down,front,1
45468,sim,43,right-down,behind,1
45469,sim,43,left-down,front,1
45470,sim,43,left-down,behind,1
45471,sim,43,right-up,front,1
45472,sim,43,right-up,behind,1
45473,real,43,left-up,front,1
45474,sim,43,left-up,behind,1
45475,sim,43,right-down,front,1
45476,sim,43,right-down,behind,1
45477,sim,43,left-down,front,1
45478,sim,43,left-down,behind,1
45479,sim,43,right-up,front,1
45480,sim,43,right-up,behind,1
45481,real,43,left-up,front,5
45482,sim,43,left-up,behind,5
45483,sim,43,right-down,front,5
45484,sim,43,right-down,behind,5
45485,sim,43,left-down,front,5
45486,sim,43,left-down,behind,5
45487,sim,43,right-up,front,5
45488,sim,43,right-up,behind,5
45489,real,43,left-up,front,1
45490,sim,43,left-up,behind,1
45491,sim,43,right-down,front,1
45492,sim,43,right-down,behind,1
45493,sim,43,left-down,front,1
45494,sim,43,left-down,behind,1
45495,sim,43,right-up,front,1
45496,sim,43,right-up,behind,1
45497,real,43,left-up,front,2
45498,sim,43,left-up,behind,2
45499,sim,43,right-down,front,2
45500,sim,43,right-down,behind,2
45501,sim,43,left-down,front,2
45502,sim,43,left-down,behind,2
45503,sim,43,right-up,front,2
45504,sim,43,right-up,behind,2
45505,real,43,left-up,front,1
45506,sim,43,left-up,behind,1
45507,sim,43,right-down,front,1
45508,sim,43,right-down,behind,1
45509,sim,43,left-down,front,1
45510,sim,43,left-down,behind,1
45511,sim,43,right-up,front,1
45512,sim,43,right-up,behind,1
45513,real,43,left-up,front,1
45514,sim,43,left-up,behind,1
45515,sim,43,right-down,front,1
45516,sim,43,right-down,behind,1
45517,sim,43,left-down,front,1
45518,sim,43,left-down,behind,1
45519,sim,43,right-up,front,1
45520,sim,43,right-up,behind,1
45521,real,43,left-up,front,1
45522,sim,43,left-up,behind,1
45523,sim,43,right-down,front,1
45524,sim,43,right-down,behind,1
45525,sim,43,left-down,front,1
45526,sim,43,left-down,behind,1
45527,sim,43,right-up,front,1
45528,sim,43,right-up,behind,1
45529,real,43,left-up,front,1
45530,sim,43,left-up,behind,1
45531,sim,43,right-down,front,1
45532,sim,43,right-down,behind,1
45533,sim,43,left-down,front,1
45534,sim,43,left-down,behind,1
45535,sim,43,right-up,front,1
45536,sim,43,right-up,behind,1
45537,real,43,left-up,front,1
45538,sim,43,left-up,behind,1
45539,sim,43,right-down,front,1
45540,sim,43,right-down,behind,1
45541,sim,43,left-down,front,1
45542,sim,43,left-down,behind,1
45543,sim,43,right-up,front,1
45544,sim,43,right-up,behind,1
45545,real,43,left-up,front,1
45546,sim,43,left-up,behind,1
45547,sim,43,right-down,front,1
45548,sim,43,right-down,behind,1
45549,sim,43,left-down,front,1
45550,sim,43,left-down,behind,1
45551,sim,43,right-up,front,1
45552,sim,43,right-up,behind,1
45553,real,43,left-up,front,1
45554,sim,43,left-up,behind,1
45555,sim,43,right-down,front,1
45556,sim,43,right-down,behind,1
45557,sim,43,left-down,front,1
45558,sim,43,left-down,behind,1
45559,sim,43,right-up,front,1
45560,sim,43,right-up,behind,1
45561,real,43,left-up,front,1
45562,sim,43,left-up,behind,1
45563,sim,43,right-down,front,1
45564,sim,43,right-down,behind,1
45565,sim,43,left-down,front,1
45566,sim,43,left-down,behind,1
45567,sim,43,right-up,front,1
45568,sim,43,right-up,behind,1
45569,real,43,left-up,front,1
45570,sim,43,left-up,behind,1
45571,sim,43,right-down,front,1
45572,sim,43,right-down,behind,1
45573,sim,43,left-down,front,1
45574,sim,43,left-down,behind,1
45575,sim,43,right-up,front,1
45576,sim,43,right-up,behind,1
45577,real,43,left-up,front,1
45578,sim,43,left-up,behind,1
45579,sim,43,right-down,front,1
45580,sim,43,right-down,behind,1
45581,sim,43,left-down,front,1
45582,sim,43,left-down,behind,1
45583,sim,43,right-up,front,1
45584,sim,43,right-up,behind,1
45585,real,43,left-up,front,1
45586,sim,43,left-up,behind,1
45587,sim,43,right-down,front,1
45588,sim,43,right-down,behind,1
45589,sim,43,left-down,front,1
45590,sim,43,left-down,behind,1
45591,sim,43,right-up,front,1
45592,sim,43,right-up,behind,1
45593,real,43,left-up,front,1
45594,sim,43,left-up,behind,1
45595,sim,43,right-down,front,1
45596,sim,43,right-down,behind,1
45597,sim,43,left-down,front,1
45598,sim,43,left-down,behind,1
45599,sim,43,right-up,front,1
45600,sim,43,right-up,behind,1
45701,real,43,left-up,left,3
45702,sim,43,left-up,right,1
45703,sim,43,right-down,left,1
45704,sim,43,right-down,right,3
45705,sim,43,left-down,left,3
45706,sim,43,left-down,right,1
45707,sim,43,right-up,left,1
45708,sim,43,right-up,right,3
45709,real,43,left-up,left,6
45710,sim,43,left-up,right,1
45711,sim,43,right-down,left,1
45712,sim,43,right-down,right,6
45713,sim,43,left-down,left,6
45714,sim,43,left-down,right,1
45715,sim,43,right-up,left,1
45716,sim,43,right-up,right,6
45717,real,43,left-up,left,5
45718,sim,43,left-up,right,1
45719,sim,43,right-down,left,1
45720,sim,43,right-down,right,5
45721,sim,43,left-down,left,5
45722,sim,43,left-down,right,1
45723,sim,43,right-up,left,1
45724,sim,43,right-up,right,5
45725,real,43,left-up,left,7
45726,sim,43,left-up,right,1
45727,sim,43,right-down,left,1
45728,sim,43,right-down,right,7
45729,sim,43,left-down,left,7
45730,sim,43,left-down,right,1
45731,sim,43,right-up,left,1
45732,sim,43,right-up,right,7
45733,real,43,left-up,left,6
45734,sim,43,left-up,right,1
45735,sim,43,right-down,left,1
45736,sim,43,right-down,right,6
45737,sim,43,left-down,left,6
45738,sim,43,left-down,right,1
45739,sim,43,right-up,left,1
45740,sim,43,right-up,right,6
45741,real,43,left-up,left,6
45742,sim,43,left-up,right,1
